X,ED,EG,G,D,C,O,P,EU
24,0.5909090909090909,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,0.22727272727272727,0.7727272727272727,0.4090909090909091
25,0.6818181818181818,0.045454545454545456,0.0,0.0,0.09090909090909091,0.18181818181818182,0.8181818181818182,0.7727272727272727
26,1.0,0.13636363636363635,0.0,0.0,0.13636363636363635,0.0,1.0,0.8181818181818182
27,1.0,0.045454545454545456,0.0,0.0,0.13636363636363635,0.0,1.0,0.8636363636363636
28,0.9545454545454546,0.045454545454545456,0.045454545454545456,0.0,0.2727272727272727,0.0,1.0,0.8636363636363636
29,0.7727272727272727,0.09090909090909091,0.045454545454545456,0.0,0.18181818181818182,0.045454545454545456,0.9545454545454546,0.6818181818181818
30,0.5454545454545454,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.22727272727272727,0.22727272727272727,0.7727272727272727,0.5454545454545454
31,0.9090909090909091,0.0,0.09090909090909091,0.0,0.18181818181818182,0.0,1.0,0.7727272727272727
32,0.6818181818181818,0.09090909090909091,0.18181818181818182,0.045454545454545456,0.13636363636363635,0.13636363636363635,0.8636363636363636,0.6818181818181818
33,0.47619047619047616,0.047619047619047616,0.0,0.0,0.3333333333333333,0.19047619047619047,0.8095238095238095,0.42857142857142855
34,0.8636363636363636,0.045454545454545456,0.045454545454545456,0.0,0.2727272727272727,0.0,1.0,0.8636363636363636
35,0.5454545454545454,0.0,0.09090909090909091,0.0,0.22727272727272727,0.18181818181818182,0.8181818181818182,0.5454545454545454
36,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.22727272727272727,0.18181818181818182,0.8181818181818182,0.6818181818181818
37,0.8636363636363636,0.13636363636363635,0.09090909090909091,0.0,0.3181818181818182,0.045454545454545456,0.9545454545454546,0.6363636363636364
38,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.7272727272727273,0.2727272727272727
39,0.2727272727272727,0.045454545454545456,0.045454545454545456,0.0,0.0,0.5,0.5,0.2727272727272727
40,0.5909090909090909,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.9090909090909091,0.5454545454545454
41,0.45454545454545453,0.045454545454545456,0.18181818181818182,0.045454545454545456,0.09090909090909091,0.22727272727272727,0.7727272727272727,0.6818181818181818
42,0.36363636363636365,0.13636363636363635,0.0,0.0,0.045454545454545456,0.45454545454545453,0.5454545454545454,0.22727272727272727
43,0.2727272727272727,0.18181818181818182,0.0,0.0,0.045454545454545456,0.45454545454545453,0.5454545454545454,0.18181818181818182
44,0.23809523809523808,0.14285714285714285,0.0,0.0,0.047619047619047616,0.47619047619047616,0.5238095238095238,0.09523809523809523
45,0.15789473684210525,0.0,0.0,0.0,0.05263157894736842,0.7368421052631579,0.2631578947368421,0.0
46,0.09523809523809523,0.0,0.0,0.0,0.047619047619047616,0.7619047619047619,0.23809523809523808,0.09523809523809523
47,0.047619047619047616,0.0,0.0,0.0,0.0,0.9523809523809523,0.047619047619047616,0.0
48,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49,0.09523809523809523,0.0,0.0,0.0,0.0,0.8095238095238095,0.19047619047619047,0.09523809523809523
