,Pécresse,Macron,Hidalgo,Mélenchon,Jadot,Zemmour,Roussel,Lassalle,Arthaud,Dupont-Aignan,Le Pen,Poutou
2022-04-10,0.047809561912382476,0.27855571114222843,0.017503500700140028,0.21954390878175634,0.04630926185237047,0.07071414282856571,0.022804560912182435,0.031306261252250445,0.005601120224044809,0.020604120824164834,0.23154630926185235,0.0077015403080616125
