url,homePosition,ytkids,type,insertionDate,refreshNB,regionAllowed,author,watchTime,actionNB,videoViewsNB,parent_id
dqyxGh2Ps8w,0,NA,homepage,2022-06-20T09:05:35.357Z,0,,Darko,0,0,0,
ndVxD9u95Z0,1,NA,homepage,2022-06-20T09:05:35.407Z,0,,Deep Mood.,0,0,0,
zbNWCv2tmYo,2,NA,homepage,2022-06-20T09:05:35.419Z,0,,Amixem,0,0,0,
hJ8SZJ5bGEY,3,NA,homepage,2022-06-20T09:05:35.430Z,0,,Cyprien,0,0,0,
wS8kBuKX1eg,4,NA,homepage,2022-06-20T09:05:35.440Z,0,,HugoDécrypte - Actus du jour,0,0,0,
NJJNGSEz2WM,5,NA,homepage,2022-06-20T09:05:35.448Z,0,,Adrien Quatennens,0,0,0,
rrvEAGYhwpc,6,NA,homepage,2022-06-20T09:05:35.457Z,0,,Le Monde à L'Envers,0,0,0,
IV9WOwM030I,7,NA,homepage,2022-06-20T09:05:35.466Z,0,,Fabien Olicard La deuxième chaîne,0,0,0,
vbh2dEURlXY,8,NA,homepage,2022-06-20T09:05:35.474Z,0,,LCI,0,0,0,
vTkUlqFqWpc,9,NA,homepage,2022-06-20T09:05:35.482Z,0,,JAZZ & BLUES,0,0,0,
XdGE3AW-qdw,10,NA,homepage,2022-06-20T09:05:35.493Z,0,,SQUEEZIE,0,0,0,
v5pgiXol8I8,11,NA,homepage,2022-06-20T09:05:35.506Z,0,,Mcfly et Carlito,0,0,0,
D_dTJh9cUes,12,NA,homepage,2022-06-20T09:05:35.516Z,0,,FRANCE 24,0,0,0,
sKdfhsyTs7g,13,NA,homepage,2022-06-20T09:05:35.525Z,0,,Le Point,0,0,0,
p8aBf6K5bkU,14,NA,homepage,2022-06-20T09:05:35.537Z,0,,euronews (en français),0,0,0,
oXC68JqodN8,15,NA,homepage,2022-06-20T09:05:35.547Z,0,,Europe 1,0,0,0,
Mg5VSjJpEdg,16,NA,homepage,2022-06-20T09:05:35.555Z,0,,Europe 1,0,0,0,
1h6avqipcTM,17,NA,homepage,2022-06-20T09:05:35.563Z,0,,Europe 1,0,0,0,
7H6-dCS_D0s,18,NA,homepage,2022-06-20T09:05:35.571Z,0,,RMC,0,0,0,
vxz8LDq3b6c,19,NA,homepage,2022-06-20T09:05:35.580Z,0,,FRANCE 24,0,0,0,
5D8KR6_wPU0,20,NA,homepage,2022-06-20T09:05:35.591Z,0,,Acoustic Greatest Hits.,0,0,0,
8kzU3gF92o0,21,NA,homepage,2022-06-20T09:05:35.600Z,0,,Océane,0,0,0,
36YnV9STBqc,22,NA,homepage,2022-06-20T09:05:35.609Z,0,,The Good Life Radio x Sensual Musique,0,0,0,
m80E1K75vDI,23,NA,homepage,2022-06-20T09:05:35.617Z,0,,Quiet Quest - Study Music,0,0,0,
HPIh4EX_7JQ,24,NA,homepage,2022-06-20T09:05:35.628Z,0,,Michou,0,0,0,
W-Xk4ZUW-ko,25,NA,homepage,2022-06-20T09:05:35.637Z,0,,SQUEEZIE,0,0,0,
ngAfjzi5hto,26,NA,homepage,2022-06-20T09:05:35.646Z,0,,Mastu,0,0,0,
vh4TCR2k9ig,27,NA,homepage,2022-06-20T09:05:35.657Z,0,,GMK,0,0,0,
d1HUFPBWUh4,28,NA,homepage,2022-06-20T09:05:35.665Z,0,,Mcfly et Carlito la chaîne secondaire,0,0,0,
z2YL2BBrOnE,29,NA,homepage,2022-06-20T09:05:35.673Z,0,,Studio Bagel,0,0,0,
lDRg7oCOHps,30,NA,homepage,2022-06-20T09:05:35.681Z,0,,FastGoodCuisine,0,0,0,
z2lFEZw3Gzs,31,NA,homepage,2022-06-20T09:05:35.690Z,0,,Sofyan,0,0,0,
