url,homePosition,ytkids,type,insertionDate,refreshNB,regionAllowed,author,watchTime,actionNB,videoViewsNB,parent_id
e6zfXWoJsyA,0.0,NA,homepage,2022-06-16T09:36:08.025Z,0.0,,Héðinn Össur,0.0,0,0,
w8_sP9UVeww,1.0,NA,homepage,2022-06-16T09:36:08.064Z,0.0,,Radio Rock Music,0.0,0,0,
5iUVhGLLbXw,2.0,NA,homepage,2022-06-16T09:36:08.108Z,0.0,,Mastu,0.0,0,0,
r1OjPYVNHRM,3.0,NA,homepage,2022-06-16T09:36:08.140Z,0.0,,Linca,0.0,0,0,
tCvpPMVZOs0,4.0,NA,homepage,2022-06-16T09:36:08.177Z,0.0,,Sardoche,0.0,0,0,
36YnV9STBqc,5.0,NA,homepage,2022-06-16T09:36:08.203Z,0.0,,The Good Life Radio x Sensual Musique,0.0,0,0,
dQuxY541EOg,6.0,NA,homepage,2022-06-16T09:36:08.246Z,0.0,,Cinéma Cinémas,0.0,0,0,
GoCASqOnyJ4,7.0,NA,homepage,2022-06-16T09:36:08.285Z,0.0,,FailArmy,0.0,0,0,
8EwtTZ4n24I,8.0,NA,homepage,2022-06-16T09:36:08.315Z,0.0,,Pierre Croce,0.0,0,0,
eaNj76vkqOY,9.0,NA,homepage,2022-06-16T09:36:08.350Z,0.0,,Montreux Comedy,0.0,0,0,
HYxAjLS87o0,10.0,NA,homepage,2022-06-16T09:36:08.380Z,0.0,,Chef Verrecchia,0.0,0,0,
eizMA9Nk-5Q,11.0,NA,homepage,2022-06-16T09:36:08.396Z,0.0,,Aminematue,0.0,0,0,
IYZZUjSsOpg,12.0,NA,homepage,2022-06-16T09:36:08.414Z,0.0,,Mcfly et Carlito,0.0,0,0,
7H7ZzB-fWUg,13.0,NA,homepage,2022-06-16T09:36:08.430Z,0.0,,Le Monde à L'Envers,0.0,0,0,
bc7HLt9-IuA,14.0,NA,homepage,2022-06-16T09:36:08.451Z,0.0,,Lena Situations,0.0,0,0,
niiiLDnuRgg,15.0,NA,homepage,2022-06-16T09:36:08.468Z,0.0,,Juju Fitcats,0.0,0,0,
dxilIwFECIs,16.0,NA,homepage,2022-06-16T09:36:08.485Z,0.0,,L'ÉQUIPE,0.0,0,0,
b5fJNb9k4Cw,17.0,NA,homepage,2022-06-16T09:36:08.501Z,0.0,,francetv slash / talents,0.0,0,0,
qp19qVg-PDY,18.0,NA,homepage,2022-06-16T09:36:08.518Z,0.0,,Konbini,0.0,0,0,
fst2GmvLC8w,19.0,NA,homepage,2022-06-16T09:36:08.536Z,0.0,,Mcfly et Carlito,0.0,0,0,
3OLFhg4Rsrs,20.0,NA,homepage,2022-06-16T09:36:08.555Z,0.0,,Tibo InShape,0.0,0,0,
HL8Er3cP2b4,21.0,NA,homepage,2022-06-16T09:36:08.577Z,0.0,,Xiimo,0.0,0,0,
kc1_lr-KwAs,22.0,NA,homepage,2022-06-16T09:36:08.594Z,0.0,,Mcfly et Carlito,0.0,0,0,
