url,homePosition,ytkids,type,insertionDate,refreshNB,regionAllowed,author,watchTime,actionNB,videoViewsNB,parent_id
rrvEAGYhwpc,0.0,NA,homepage,2022-06-20T08:24:39.731Z,0.0,,Le Monde à L'Envers,0.0,0,0,
GLNtbkv4pX0,1.0,NA,homepage,2022-06-20T08:24:39.751Z,0.0,,Haa Taa Deep,0.0,0,0,
NJJNGSEz2WM,2.0,NA,homepage,2022-06-20T08:24:39.765Z,0.0,,Adrien Quatennens,0.0,0,0,
wS8kBuKX1eg,3.0,NA,homepage,2022-06-20T08:24:39.784Z,0.0,,HugoDécrypte - Actus du jour,0.0,0,0,
zbNWCv2tmYo,4.0,NA,homepage,2022-06-20T08:24:39.795Z,0.0,,Amixem,0.0,0,0,
xeQCRKXiRpo,5.0,NA,homepage,2022-06-20T08:24:39.805Z,0.0,,FORMULA 1,0.0,0,0,
KH13Q0Bfc0w,6.0,NA,homepage,2022-06-20T08:24:39.813Z,0.0,,Sir Gibsy,0.0,0,0,
gu5fHEJMRCY,7.0,NA,homepage,2022-06-20T08:24:39.821Z,0.0,,Sud Radio,0.0,0,0,
W-Xk4ZUW-ko,8.0,NA,homepage,2022-06-20T08:24:39.830Z,0.0,,SQUEEZIE,0.0,0,0,
vh4TCR2k9ig,9.0,NA,homepage,2022-06-20T08:24:39.839Z,0.0,,GMK,0.0,0,0,
HPIh4EX_7JQ,10.0,NA,homepage,2022-06-20T08:24:39.848Z,0.0,,Michou,0.0,0,0,
0PL0MVK-zx0,11.0,NA,homepage,2022-06-20T08:24:39.856Z,0.0,,Marc vers l'Agriculture de Conservation,0.0,0,0,
z2lFEZw3Gzs,12.0,NA,homepage,2022-06-20T08:24:39.866Z,0.0,,Sofyan,0.0,0,0,
myWHQgZB9Ng,13.0,NA,homepage,2022-06-20T08:24:39.875Z,0.0,,FORMULA 1,0.0,0,0,
KZwHixxG-0g,14.0,NA,homepage,2022-06-20T08:24:39.883Z,0.0,,Sheshounet,0.0,0,0,
z2YL2BBrOnE,15.0,NA,homepage,2022-06-20T08:24:39.891Z,0.0,,Studio Bagel,0.0,0,0,
Eeb37PfClwI,16.0,NA,homepage,2022-06-20T08:24:39.900Z,0.0,,Pieds Carrés,0.0,0,0,
BBPIZJ9Fn1s,17.0,NA,homepage,2022-06-20T08:24:39.908Z,0.0,,HUBY,0.0,0,0,
sL1LoSZhvxQ,18.0,NA,homepage,2022-06-20T08:24:39.916Z,0.0,,Fresh LaDouille,0.0,0,0,
mZhf84hLjRQ,19.0,NA,homepage,2022-06-20T08:24:39.925Z,0.0,,Rachel & Emilien - Rénovation,0.0,0,0,
rtOGQm-n7Eg,20.0,NA,homepage,2022-06-20T08:24:39.934Z,0.0,,official  lavkush 2,0.0,0,0,
5qap5aO4i9A,21.0,NA,homepage,2022-06-20T08:24:39.942Z,0.0,,Lofi Girl,0.0,0,0,
5D8KR6_wPU0,22.0,NA,homepage,2022-06-20T08:24:39.955Z,0.0,,Acoustic Greatest Hits.,0.0,0,0,
v5pgiXol8I8,23.0,NA,homepage,2022-06-20T08:24:39.965Z,0.0,,Mcfly et Carlito,0.0,0,0,
sKdfhsyTs7g,24.0,NA,homepage,2022-06-20T08:24:39.973Z,0.0,,Le Point,0.0,0,0,
D_dTJh9cUes,25.0,NA,homepage,2022-06-20T08:24:39.983Z,0.0,,FRANCE 24,0.0,0,0,
h5ZyQYr6EbI,26.0,NA,homepage,2022-06-20T08:24:39.991Z,0.0,,Europe 1,0.0,0,0,
oXC68JqodN8,27.0,NA,homepage,2022-06-20T08:24:39.999Z,0.0,,Europe 1,0.0,0,0,
1h6avqipcTM,28.0,NA,homepage,2022-06-20T08:24:40.007Z,0.0,,Europe 1,0.0,0,0,
Mg5VSjJpEdg,29.0,NA,homepage,2022-06-20T08:24:40.016Z,0.0,,Europe 1,0.0,0,0,
7H6-dCS_D0s,30.0,NA,homepage,2022-06-20T08:24:40.025Z,0.0,,RMC,0.0,0,0,
vxz8LDq3b6c,31.0,NA,homepage,2022-06-20T08:24:40.034Z,0.0,,FRANCE 24,0.0,0,0,
XdGE3AW-qdw,32.0,NA,homepage,2022-06-20T08:24:40.042Z,0.0,,SQUEEZIE,0.0,0,0,
m80E1K75vDI,33.0,NA,homepage,2022-06-20T08:24:40.050Z,0.0,,Quiet Quest - Study Music,0.0,0,0,
u9foWyMSATM,34.0,NA,homepage,2022-06-20T08:24:40.058Z,0.0,,FRANCE 24,0.0,0,0,
vTkUlqFqWpc,35.0,NA,homepage,2022-06-20T08:24:40.066Z,0.0,,JAZZ & BLUES,0.0,0,0,
dqyxGh2Ps8w,36.0,NA,homepage,2022-06-20T08:24:40.075Z,0.0,,Darko,0.0,0,0,
Lnj3onOULGQ,37.0,NA,homepage,2022-06-20T08:24:40.083Z,0.0,,Kevin Tran 陈科伟,0.0,0,0,
8kzU3gF92o0,38.0,NA,homepage,2022-06-20T08:24:40.091Z,0.0,,Océane,0.0,0,0,
ndVxD9u95Z0,39.0,NA,homepage,2022-06-20T08:24:40.099Z,0.0,,Deep Mood.,0.0,0,0,
vwc66Hj6ugQ,40.0,NA,homepage,2022-06-20T08:24:40.108Z,0.0,,SQUEEZIE GAMING,0.0,0,0,
6rYWeyTb0xU,41.0,NA,homepage,2022-06-20T08:24:40.117Z,0.0,,Lucid Dream,0.0,0,0,
iIoR3FGH7hw,42.0,NA,homepage,2022-06-20T08:24:40.125Z,0.0,,Life for Fun,0.0,0,0,
0xS9tqnnjeM,43.0,NA,homepage,2022-06-20T08:24:40.133Z,0.0,,Investigations et Enquêtes,0.0,0,0,
d1HUFPBWUh4,44.0,NA,homepage,2022-06-20T08:24:40.142Z,0.0,,Mcfly et Carlito la chaîne secondaire,0.0,0,0,
ksBmKuZqhMI,45.0,NA,homepage,2022-06-20T08:24:40.150Z,0.0,,Addictive American Music,0.0,0,0,
eIU8uAR-TJM,46.0,NA,homepage,2022-06-20T08:24:40.158Z,0.0,,TKHD,0.0,0,0,
36YnV9STBqc,47.0,NA,homepage,2022-06-20T08:24:40.166Z,0.0,,The Good Life Radio x Sensual Musique,0.0,0,0,
JaGnUBYUzhA,48.0,NA,homepage,2022-06-20T08:24:40.175Z,0.0,,Armée de Terre,0.0,0,0,
xZtG7Bn2B5c,49.0,NA,homepage,2022-06-20T08:24:40.183Z,0.0,,Ar Rahman,0.0,0,0,
7kDgBozaCM8,50.0,NA,homepage,2022-06-20T08:24:40.191Z,0.0,,Got Talent Global,0.0,0,0,
gmcZ7oFZm90,51.0,NA,homepage,2022-06-20T08:24:40.199Z,0.0,,Wankil Studio - Laink et Terracid,0.0,0,0,
eiL7M8PtjP4,52.0,NA,homepage,2022-06-20T08:24:40.207Z,0.0,,JEAN-LUC MÉLENCHON,0.0,0,0,
p9gpouZp2QA,53.0,NA,homepage,2022-06-20T08:24:40.215Z,0.0,,Miracle Music,0.0,0,0,
AGINmVnr734,54.0,NA,homepage,2022-06-20T08:24:40.224Z,0.0,,Nota Bene,0.0,0,0,
WBv4o-olxXA,55.0,NA,homepage,2022-06-20T08:24:40.233Z,0.0,,Lord Puma,0.0,0,0,
es88IOHHU1M,56.0,NA,homepage,2022-06-20T08:24:40.242Z,0.0,,The Bee Family,0.0,0,0,
Gg9cNGHl-bg,57.0,NA,homepage,2022-06-20T08:24:40.250Z,0.0,,STAGES,0.0,0,0,
eaNj76vkqOY,58.0,NA,homepage,2022-06-20T08:24:40.266Z,0.0,,Montreux Comedy,0.0,0,0,
FfIiekwr4EY,59.0,NA,homepage,2022-06-20T08:24:40.288Z,0.0,,SPICA LIFE,0.0,0,0,
F4FkCMUaeps,60.0,NA,homepage,2022-06-20T08:24:40.297Z,0.0,,Yes vous aime,0.0,0,0,
irmjkT-cu9I,61.0,NA,homepage,2022-06-20T08:24:40.306Z,0.0,,JOYCA,0.0,0,0,
qZyDIRDM8BI,62.0,NA,homepage,2022-06-20T08:24:40.318Z,0.0,,Investigations,0.0,0,0,
AuIKwMGsNlU,63.0,NA,homepage,2022-06-20T08:24:40.327Z,0.0,,Music Express,0.0,0,0,
1ojhDVo1cSo,64.0,NA,homepage,2022-06-20T08:24:40.338Z,0.0,,YOURFAVORITEPLUG,0.0,0,0,
